Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.000000e-09
Record Length,1250
Zero Index,624.645156
Vertical Units,V

TIME,CH1
-4.997161e-06,-7.500000e-03
-4.989161e-06,2.500000e-03
-4.981161e-06,1.000000e-02
-4.973161e-06,-1.875000e-02
-4.965161e-06,2.625000e-02
-4.957161e-06,-7.500000e-03
-4.949161e-06,5.000000e-03
-4.941161e-06,-1.750000e-02
-4.933161e-06,8.750000e-03
-4.925161e-06,-5.000000e-03
-4.917161e-06,2.500000e-02
-4.909161e-06,2.500000e-03
-4.901161e-06,5.000000e-03
-4.893161e-06,6.250000e-03
-4.885161e-06,2.000000e-02
-4.877161e-06,-5.000000e-03
-4.869161e-06,1.000000e-02
-4.861161e-06,3.750000e-03
-4.853161e-06,1.125000e-02
-4.845161e-06,-3.750000e-03
-4.837161e-06,2.125000e-02
-4.829161e-06,2.375000e-02
-4.821161e-06,1.500000e-02
-4.813161e-06,-7.500000e-03
-4.805161e-06,1.250000e-03
-4.797161e-06,-1.250000e-02
-4.789161e-06,6.250000e-03
-4.781161e-06,-3.000000e-02
-4.773161e-06,5.000000e-03
-4.765161e-06,-1.250000e-02
-4.757161e-06,1.500000e-02
-4.749161e-06,-2.500000e-02
-4.741161e-06,3.375000e-02
-4.733161e-06,-1.000000e-02
-4.725161e-06,0.000000e+00
-4.717161e-06,-6.250000e-03
-4.709161e-06,0.000000e+00
-4.701161e-06,2.500000e-03
-4.693161e-06,8.750000e-03
-4.685161e-06,1.250000e-02
-4.677161e-06,1.750000e-02
-4.669161e-06,-1.000000e-02
-4.661161e-06,1.250000e-03
-4.653161e-06,-3.625000e-02
-4.645161e-06,2.000000e-02
-4.637161e-06,-7.500000e-03
-4.629161e-06,1.000000e-02
-4.621161e-06,-2.375000e-02
-4.613161e-06,1.875000e-02
-4.605161e-06,-5.000000e-03
-4.597161e-06,1.625000e-02
-4.589161e-06,-1.625000e-02
-4.581161e-06,2.125000e-02
-4.573161e-06,-2.000000e-02
-4.565161e-06,-7.500000e-03
-4.557161e-06,0.000000e+00
-4.549161e-06,1.875000e-02
-4.541161e-06,-3.875000e-02
-4.533161e-06,2.500000e-02
-4.525161e-06,-2.500000e-02
-4.517161e-06,1.250000e-02
-4.509161e-06,-1.625000e-02
-4.501161e-06,6.250000e-02
-4.493161e-06,-7.500000e-03
-4.485161e-06,5.000000e-03
-4.477161e-06,-7.500000e-03
-4.469161e-06,3.125000e-02
-4.461161e-06,0.000000e+00
-4.453161e-06,2.000000e-02
-4.445161e-06,2.250000e-02
-4.437161e-06,3.250000e-02
-4.429161e-06,2.500000e-03
-4.421161e-06,2.750000e-02
-4.413161e-06,-3.375000e-02
-4.405161e-06,2.500000e-03
-4.397161e-06,-3.375000e-02
-4.389161e-06,1.625000e-02
-4.381161e-06,-2.250000e-02
-4.373161e-06,2.125000e-02
-4.365161e-06,-1.250000e-03
-4.357161e-06,1.250000e-03
-4.349161e-06,3.750000e-03
-4.341161e-06,2.125000e-02
-4.333161e-06,2.500000e-03
-4.325161e-06,2.875000e-02
-4.317161e-06,5.000000e-03
-4.309161e-06,2.500000e-02
-4.301161e-06,-2.000000e-02
-4.293161e-06,1.125000e-02
-4.285161e-06,8.750000e-03
-4.277161e-06,1.500000e-02
-4.269161e-06,-1.125000e-02
-4.261161e-06,1.250000e-03
-4.253161e-06,-3.500000e-02
-4.245161e-06,2.125000e-02
-4.237161e-06,3.750000e-03
-4.229161e-06,3.750000e-03
-4.221161e-06,-1.125000e-02
-4.213161e-06,6.250000e-03
-4.205161e-06,-2.750000e-02
-4.197161e-06,8.750000e-03
-4.189161e-06,-3.250000e-02
-4.181161e-06,8.750000e-03
-4.173161e-06,-8.750000e-03
-4.165161e-06,1.125000e-02
-4.157161e-06,-7.500000e-03
-4.149161e-06,1.250000e-02
-4.141161e-06,1.250000e-03
-4.133161e-06,2.500000e-02
-4.125161e-06,-2.250000e-02
-4.117161e-06,2.750000e-02
-4.109161e-06,-1.750000e-02
-4.101161e-06,1.500000e-02
-4.093161e-06,-1.375000e-02
-4.085161e-06,2.500000e-03
-4.077161e-06,-2.500000e-03
-4.069161e-06,1.000000e-02
-4.061161e-06,-1.250000e-03
-4.053161e-06,3.375000e-02
-4.045161e-06,-7.500000e-03
-4.037161e-06,2.000000e-02
-4.029161e-06,-1.125000e-02
-4.021161e-06,2.750000e-02
-4.013161e-06,-3.500000e-02
-4.005161e-06,1.875000e-02
-3.997161e-06,-1.625000e-02
-3.989161e-06,4.000000e-02
-3.981161e-06,-5.000000e-03
-3.973161e-06,2.375000e-02
-3.965161e-06,-7.500000e-03
-3.957161e-06,3.750000e-03
-3.949161e-06,-4.625000e-02
-3.941161e-06,1.750000e-02
-3.933161e-06,-1.375000e-02
-3.925161e-06,3.500000e-02
-3.917161e-06,-2.500000e-02
-3.909161e-06,2.125000e-02
-3.901161e-06,-1.750000e-02
-3.893161e-06,-2.500000e-03
-3.885161e-06,-4.500000e-02
-3.877161e-06,2.750000e-02
-3.869161e-06,-1.625000e-02
-3.861161e-06,1.500000e-02
-3.853161e-06,-1.625000e-02
-3.845161e-06,-1.250000e-03
-3.837161e-06,-2.125000e-02
-3.829161e-06,3.625000e-02
